City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Iqaluit,20,CA,1587333443,65,63.75,-68.51,5.0,5.82
Baghdad,0,IQ,1587333647,46,33.34,44.4,71.6,5.82
Nador,59,MA,1587333647,63,35.17,-2.93,64.4,20.8
Newport,16,GB,1587333647,71,51.59,-3.0,53.01,1.01
Comodoro Rivadavia,20,AR,1587333647,36,-45.87,-67.5,62.6,18.34
Merritt,90,CA,1587333647,42,50.11,-120.79,62.6,16.11
Raja,55,SS,1587333647,14,8.46,25.68,78.49,3.67
Bandar,7,ID,1587333648,86,2.05,99.75,73.62,1.7
Beyneu,100,KZ,1587333648,40,45.32,55.2,65.21,9.51
Madang,93,PG,1587333648,79,-5.22,145.8,80.11,2.37
Ilulissat,100,GL,1587333648,54,69.22,-51.1,30.2,25.28
Carutapera,77,BR,1587333648,82,-1.2,-46.02,80.69,8.3
Bethel,1,US,1587333649,33,41.37,-73.41,59.0,13.87
Mount Gambier,75,AU,1587333649,87,-37.83,140.77,57.2,12.75
Gigmoto,99,PH,1587333649,78,13.78,124.39,81.32,10.85
Mehamn,75,NO,1587333463,86,71.04,27.85,39.2,20.8
Outjo,28,NA,1587333649,63,-20.12,16.15,66.2,1.12
Norman Wells,90,CA,1587333649,63,65.28,-126.83,28.4,12.75
Leh,100,IN,1587333650,19,34.17,77.58,32.29,1.14
Sainte-Maxime,90,FR,1587333650,100,43.3,6.63,57.2,3.36
Khanbari,35,NP,1587333650,35,27.37,87.2,65.75,4.52
Westport,1,US,1587333650,54,41.14,-73.36,57.0,19.46
Asmara,99,ER,1587333583,21,15.33,38.93,62.89,2.51
Porto-Novo,40,BJ,1587333650,83,6.5,2.6,80.6,9.17
Praia,20,CV,1587333651,64,14.92,-23.51,73.4,19.46
Tommot,83,RU,1587333651,91,58.96,126.29,11.05,3.15
Hopewell,100,US,1587333651,53,37.3,-77.29,69.01,1.01
Baruun-Urt,83,MN,1587333651,76,46.68,113.28,22.12,15.64
Farafenni,47,GM,1587333651,19,13.57,-15.6,87.4,9.24
Parambu,70,BR,1587333652,76,-6.21,-40.69,75.25,4.07
São Gabriel,0,BR,1587333652,50,-30.34,-54.32,72.01,4.83
Polovinnoye,72,RU,1587333652,59,54.79,65.99,43.14,6.02
Wagga Wagga,90,AU,1587333652,76,-35.12,147.37,54.0,8.05
Toora-Khem,0,RU,1587333652,62,52.47,96.11,30.33,2.21
Kulhudhuffushi,16,MV,1587333652,72,6.62,73.07,86.22,8.14
Miles City,90,US,1587333653,57,46.41,-105.84,50.0,12.75
Srednekolymsk,72,RU,1587333653,91,67.45,153.68,0.99,11.61
Emerald,40,AU,1587333653,45,-23.53,148.17,68.0,10.29
Den Helder,0,NL,1587333650,57,52.96,4.76,50.0,23.04
Verkhnyaya Inta,100,RU,1587333653,93,65.98,60.31,34.0,4.52
Grudziądz,0,PL,1587333654,85,53.48,18.75,41.0,6.35
Chumphon,82,TH,1587333654,84,10.33,98.83,74.98,2.64
Constantine,75,DZ,1587333654,77,36.37,6.61,60.8,5.82
Los Llanos de Aridane,20,ES,1587333470,72,28.66,-17.92,66.2,14.99
Muros,54,ES,1587333669,87,42.78,-9.06,55.99,4.79
Nurota,0,UZ,1587333669,76,40.56,65.69,53.6,9.17
Zhashkiv,71,UA,1587333670,62,49.25,30.11,41.38,8.77
Hobyo,100,SO,1587333670,72,5.35,48.53,84.81,10.47
Tautira,100,PF,1587333670,62,-17.73,-149.15,89.6,6.93
Manzhouli,85,CN,1587333670,79,49.6,117.43,20.5,16.28
Lincoln,1,US,1587333670,27,40.8,-96.67,64.4,10.29
Dukat,100,RU,1587333670,81,62.55,155.55,-4.34,5.17
Hualmay,16,PE,1587333671,66,-11.1,-77.61,75.33,9.37
Nioro,51,GM,1587333671,27,13.35,-15.75,84.38,9.22
Fairbanks,75,US,1587333473,100,64.84,-147.72,44.01,3.36
Verkhnevilyuysk,91,RU,1587333671,95,63.45,120.32,11.25,4.45
Sinnamary,95,GF,1587333671,82,5.38,-52.95,80.55,15.64
Kavieng,71,PG,1587333451,74,-2.57,150.8,83.59,5.12
Qasigiannguit,100,GL,1587333672,54,68.82,-51.19,30.2,25.28
Luangwa,91,ZM,1587333672,57,-15.62,30.42,75.52,3.0
Inta,100,RU,1587333672,94,66.03,60.17,34.32,5.5
Jiaojiang,38,CN,1587333672,87,28.68,121.44,55.99,4.16
Mannārakkāt,40,IN,1587333672,83,10.98,76.47,80.6,2.24
Khorixas,65,NA,1587333673,33,-20.37,14.97,78.82,8.93
Talcahuano,100,CL,1587333517,68,-36.72,-73.12,64.4,13.87
São Gabriel da Cachoeira,66,BR,1587333673,84,-0.13,-67.09,82.42,2.44
Draguignan,90,FR,1587333673,100,43.53,6.47,57.2,3.36
Forst,0,DE,1587333673,54,51.73,14.63,44.01,5.61
Brodokalmak,18,RU,1587333673,61,55.57,62.08,32.0,2.24
Port Macquarie,9,AU,1587333673,94,-31.43,152.92,59.0,1.01
Balaipungut,69,ID,1587333674,94,1.05,101.28,78.8,0.85
Hofn,100,IS,1587333509,85,64.25,-15.21,43.56,4.81
Longonjo,100,AO,1587333674,58,-12.91,15.25,64.47,3.78
Wanning,98,CN,1587333674,89,18.8,110.4,77.38,10.0
Heraclea,100,TR,1587333674,36,37.51,34.05,59.47,2.28
Nieves,40,PH,1587333675,83,15.33,120.95,78.8,2.24
Aklavik,90,CA,1587333675,53,68.22,-135.01,21.2,4.7
Narathiwat,40,TH,1587333675,94,6.33,101.75,80.6,3.36
Sioux Lookout,75,CA,1587333441,32,50.1,-91.92,37.4,12.75
Kayalpattinam,0,IN,1587333675,70,8.57,78.12,84.31,0.85
Grand Gaube,75,MU,1587333533,88,-20.01,57.66,73.99,6.93
Krasnyy Chikoy,29,RU,1587333675,79,50.36,108.75,17.15,5.12
Tuatapere,53,NZ,1587333676,78,-46.13,167.68,50.0,5.99
Port Elizabeth,59,ZA,1587333575,82,-33.92,25.57,68.0,2.24
Ejby,16,DK,1587333676,64,55.49,12.08,39.2,3.85
Roald,0,NO,1587333676,93,62.58,6.13,42.01,8.05
Watsa,91,CD,1587333676,75,3.04,29.54,64.72,1.63
Lata,21,PT,1587333676,86,40.16,-8.33,55.0,4.36
Shimoda,100,JP,1587333676,93,34.67,138.95,50.0,1.99
Young,0,UY,1587333677,66,-32.68,-57.63,71.01,3.89
Cidreira,0,BR,1587333692,79,-30.18,-50.21,68.86,13.82
Tambacounda,66,SN,1587333692,20,13.75,-13.76,96.8,6.93
Saint Paul Harbor,90,US,1587333448,87,57.79,-152.41,44.6,8.05
Nelson Bay,71,AU,1587333692,87,-32.72,152.15,60.01,6.93
Katiola,50,CI,1587333511,74,8.13,-5.1,82.4,4.7
Choma,19,ZM,1587333693,53,-16.81,26.95,62.11,2.46
Mongoumba,72,CF,1587333693,75,3.64,18.59,73.94,2.1
Norden,0,DE,1587333693,74,53.6,7.2,46.99,3.0
Jaqué,72,PA,1587333693,69,7.52,-78.17,83.34,3.18
Geraldton,0,AU,1587333442,87,-28.77,114.6,55.4,11.41
Tateyama,75,JP,1587333693,93,34.98,139.87,50.0,4.7
Willowmore,0,ZA,1587333694,18,-33.29,23.49,70.27,5.37
Egvekinot,100,RU,1587333451,89,66.32,-179.17,9.41,13.69
Khovd,0,MN,1587333694,37,48.01,91.64,36.01,0.94
Margate,0,GB,1587333532,87,51.38,1.39,50.0,21.72
Nouadhibou,0,MR,1587333694,77,20.93,-17.03,66.2,20.8
Mikkeli,93,FI,1587333694,69,61.69,27.27,39.2,4.7
Kencong,100,ID,1587333695,72,-8.28,113.37,79.43,2.71
Juneau,75,US,1587333602,38,58.3,-134.42,60.8,18.34
Jiwani,92,PK,1587333695,80,25.05,61.74,80.17,10.47
Hervey Bay,9,AU,1587333695,94,-25.3,152.85,69.01,4.7
Billings Metropolitan Area,75,US,1587333609,33,45.78,-108.5,59.0,17.22
San Cristobal,40,VE,1587333695,52,7.77,-72.22,89.6,6.93
Trincomalee,1,LK,1587333695,79,8.57,81.23,81.14,6.02
Lagoa,46,PT,1587333428,64,39.05,-27.98,57.13,23.09
Bilma,78,NE,1587333696,12,18.69,12.92,86.0,4.54
Lodja,100,CD,1587333696,86,-3.48,23.43,70.12,2.39
São Geraldo do Araguaia,16,BR,1587333696,83,-6.4,-48.55,79.14,2.08
Cabinda,100,AO,1587333696,84,-5.55,12.2,80.55,4.43
Jönköping,5,SE,1587333696,63,57.78,14.16,39.0,2.24
Lodwar,100,KE,1587333697,51,3.12,35.6,78.57,2.15
Baykit,0,RU,1587333697,90,61.67,96.37,21.2,2.06
Nagato,99,JP,1587333697,98,34.38,131.2,57.0,5.99
Ürümqi,7,CN,1587333697,44,43.8,87.6,57.2,2.24
Labuhan,91,ID,1587333697,80,-6.88,112.21,79.0,1.77
Darhan,7,MN,1587333697,74,49.49,105.92,26.64,7.36
Banjar,100,ID,1587333698,100,-8.19,114.97,77.0,1.12
Alofi,61,NU,1587333698,74,-19.06,-169.92,84.2,12.75
Green River,75,US,1587333503,49,41.53,-109.47,46.4,26.4
Muzhi,98,RU,1587333698,97,65.37,64.67,33.82,2.93
Isiolo,100,KE,1587333698,59,0.35,37.58,69.67,0.49
Bermeo,75,ES,1587333699,82,43.42,-2.72,57.99,3.36
Muroto-misakicho,75,JP,1587333699,93,33.28,134.15,59.0,9.17
Beringovskiy,100,RU,1587333699,96,63.05,179.32,18.32,16.44
Varkaus,99,FI,1587333699,69,62.32,27.87,39.0,3.36
Pauini,75,BR,1587333714,61,-7.71,-66.98,85.78,2.46
Lüderitz,0,NA,1587333432,82,-26.65,15.16,62.6,6.93
Fenoarivo,75,MG,1587333586,77,-18.93,47.44,62.6,9.17
Pailón,20,BO,1587333715,40,-17.65,-62.75,87.8,4.7
Vilyuysk,67,RU,1587333715,94,63.76,121.62,5.59,5.59
Salinópolis,87,BR,1587333715,79,-0.61,-47.36,82.08,10.09
Sydney,100,AU,1587333715,87,-33.87,151.21,60.01,8.05
Pittsburg,20,US,1587333594,53,38.03,-121.88,69.01,5.01
Gornoye Loo,26,RU,1587333715,81,43.71,39.6,50.0,4.47
Hambantota,94,LK,1587333715,83,6.12,81.12,81.55,8.55
Gizo Government Station,95,SB,1587333716,76,-8.1,156.84,82.08,3.85
Belmonte,75,BR,1587333716,83,-15.86,-38.88,73.4,9.17
Beira,20,MZ,1587333716,69,-19.84,34.84,78.8,10.29
Vestmannaeyjar,100,IS,1587333716,93,63.44,-20.27,46.0,30.76
Nantucket,1,US,1587333556,66,41.28,-70.1,50.0,25.28
Arlit,72,NE,1587333716,10,18.74,7.39,88.56,6.53
Alihe,100,CN,1587333716,81,50.57,123.72,22.77,11.72
Faya,87,SA,1587333717,72,18.39,42.45,66.2,1.77
Tilichiki,81,RU,1587333717,90,60.47,166.1,12.72,13.67
Ngunguru,98,NZ,1587333717,97,-35.62,174.5,60.01,3.76
Basco,92,PH,1587333717,90,20.45,121.97,80.15,11.3
Mgandu,71,TZ,1587333717,64,-5.95,34.13,61.72,3.58
Bela Vista,3,BR,1587333718,43,-22.11,-56.52,81.99,3.51
Mnogovershinnyy,100,RU,1587333441,95,53.94,139.92,18.81,9.26
Plettenberg Bay,0,ZA,1587333683,59,-34.05,23.37,67.96,1.74
Pahlgām,94,IN,1587333718,29,34.03,75.33,35.96,3.91
Sarai,100,RU,1587333718,71,53.75,41.02,39.06,2.73
Solhan,2,TR,1587333719,45,38.96,41.03,47.39,1.7
Enshi,100,CN,1587333719,72,30.3,109.48,61.05,1.28
Weymouth,29,US,1587333719,42,42.22,-70.94,59.0,8.99
Saint-François,100,FR,1587333719,87,46.42,3.91,59.0,2.24
Gemena,79,CD,1587333719,78,3.25,19.77,72.52,3.02
San Miguel de Tucumán,1,AR,1587333719,51,-26.82,-65.22,82.4,5.82
Bahía Blanca,82,AR,1587333514,31,-38.72,-62.27,71.08,6.31
Haapiti,100,PF,1587333720,62,-17.57,-149.87,89.6,6.93
Hvide Sande,0,DK,1587333720,66,56.0,8.13,42.01,5.55
Verāval,2,IN,1587333720,57,20.9,70.37,80.22,11.59
Yarim,97,YE,1587333720,38,14.3,44.38,58.78,1.1
Anadyr,100,RU,1587333480,79,64.75,177.48,19.4,9.78
Itapirapuã,7,BR,1587333720,72,-15.82,-50.61,78.15,3.38
Bam,100,IR,1587333721,35,29.11,58.36,69.96,4.29
Kem',91,RU,1587333721,92,64.96,34.58,33.57,6.35
Mwingi,100,KE,1587333721,71,-0.93,38.06,67.37,7.54
Kaeo,100,NZ,1587333736,97,-35.1,173.78,60.01,5.06
Uzhhorod,7,UA,1587333736,34,48.62,22.3,39.99,9.55
Wenling,23,CN,1587333737,87,28.37,121.36,55.99,6.73
Kharan,72,PK,1587333737,32,28.58,65.42,74.1,1.66
Harper,100,LR,1587333737,82,4.38,-7.72,82.0,7.36
Matara,25,LK,1587333709,89,5.95,80.54,78.04,5.86
Issoire,75,FR,1587333737,100,45.55,3.25,57.2,2.24
Anjangaon,78,IN,1587333737,22,21.16,77.31,84.6,3.74
Jaguaribe,34,BR,1587333738,76,-5.89,-38.62,79.75,2.1
Filingué,24,NE,1587333738,17,14.35,3.32,91.38,2.98
San Carlos,65,VE,1587333738,42,9.66,-68.58,90.75,4.05
Mokhsogollokh,0,RU,1587333738,91,61.47,128.92,6.93,3.22
Bognor Regis,3,GB,1587333738,71,50.78,-0.68,51.01,7.0
Vila Velha,40,BR,1587333539,73,-20.33,-40.29,75.2,11.41
Quatre Cocos,75,MU,1587333738,88,-20.21,57.76,73.99,6.93
Coruripe,8,BR,1587333739,79,-10.13,-36.18,80.73,11.05
Östersund,13,SE,1587333739,93,63.18,14.64,35.6,11.41
Katsuura,75,JP,1587333739,93,35.13,140.3,50.0,4.7
Yerofey Pavlovich,35,RU,1587333739,80,53.97,121.97,13.91,5.48
Maniitsoq,100,GL,1587333739,96,65.42,-52.9,29.41,42.55
Trelew,92,AR,1587333740,25,-43.25,-65.31,66.49,14.79
Sungai Penuh,46,ID,1587333740,73,-2.08,101.38,65.3,1.92
Samarai,67,PG,1587333740,82,-10.62,150.67,81.12,4.99
Rapid Valley,90,US,1587333740,80,44.06,-103.15,41.0,3.36
Cururupu,55,BR,1587333740,86,-1.83,-44.87,79.57,4.83
Vigrestad,0,NO,1587333740,75,58.57,5.7,43.0,1.12
Piranhas,57,BR,1587333740,74,-16.43,-51.82,77.07,2.42
Katangli,100,RU,1587333741,91,51.71,143.23,32.97,3.42
Thinadhoo,90,MV,1587333741,76,0.53,72.93,84.51,11.18
Ostrovnoy,89,RU,1587333741,96,68.05,39.51,28.85,8.95
Polunochnoye,46,RU,1587333741,92,60.87,60.42,30.69,4.09
Oussouye,49,SN,1587333741,83,12.48,-16.55,80.6,9.17
Denpasar,100,ID,1587333587,100,-8.65,115.22,77.0,1.12
Berlevåg,75,NO,1587333742,86,70.86,29.09,39.2,20.8
Morón,0,AR,1587333742,61,-34.65,-58.62,72.0,4.0
Zhuhai,40,CN,1587333742,88,22.28,113.57,77.0,4.7
Evensk,100,RU,1587333742,90,61.95,159.23,10.81,9.24
Almaznyy,100,RU,1587333742,63,48.04,40.05,51.8,2.24
Chernyshevskiy,0,RU,1587333742,92,63.01,112.47,9.41,2.62
Puerto del Rosario,40,ES,1587333742,64,28.5,-13.86,68.0,10.29
Mana,100,GF,1587333742,87,5.66,-53.78,79.3,9.73
Taksimo,40,RU,1587333743,80,56.34,114.88,10.74,5.97
Igarka,100,RU,1587333743,80,67.47,86.58,37.33,23.26
San Borja,0,BO,1587333743,46,-14.82,-66.85,85.06,2.3
Ramsar,90,IR,1587333743,93,36.92,50.64,57.2,3.74
Madimba,20,TZ,1587333743,94,-10.4,40.33,77.0,9.17
Ixtapa,5,MX,1587333759,69,20.7,-105.2,78.8,13.87
Soe,67,ID,1587333759,75,-9.86,124.28,65.28,1.86
Puerto Plata,1,DO,1587333601,80,19.79,-70.69,84.0,5.01
Horqueta,0,PY,1587333759,32,-23.34,-57.06,83.64,2.77
Hirara,75,JP,1587333759,94,24.8,125.28,75.2,10.29
Sokoni,75,TZ,1587333759,94,-6.43,39.55,78.8,13.47
Guánica,8,PR,1587333727,67,17.97,-66.91,82.99,3.0
Tocopilla,18,CL,1587333519,31,-22.09,-70.2,79.66,6.17
Nome,90,US,1587333760,86,64.5,-165.41,37.99,3.36
Tokonou,35,GN,1587333760,49,9.65,-9.78,83.05,6.87
Port Lincoln,100,AU,1587333760,65,-34.73,135.87,61.27,17.22
Rawson,97,AR,1587333614,28,-43.3,-65.1,65.5,13.67
San Patricio,5,MX,1587333565,69,19.22,-104.7,78.8,17.22
Nchelenge,95,ZM,1587333760,65,-9.35,28.73,69.3,6.96
Ishigaki,75,JP,1587333760,100,24.34,124.16,75.2,8.05
Mossamedes,5,AO,1587333761,63,-15.2,12.15,75.06,7.07
Padang,7,ID,1587333761,77,-0.95,100.35,78.03,3.89
Auki,71,SB,1587333506,76,-8.77,160.7,82.17,2.21
Arevashat,93,AM,1587333761,71,40.14,44.37,50.0,1.12
Natchitoches,90,US,1587333761,100,31.77,-93.13,68.0,6.93
Ulaangom,0,MN,1587333761,54,49.98,92.07,34.79,0.83
Pekalongan,87,ID,1587333761,76,-6.89,109.68,79.74,3.02
Ossora,99,RU,1587333762,90,59.24,163.07,18.68,11.27
Isfana,5,KG,1587333762,62,39.84,69.53,57.2,4.47
Hohhot,0,CN,1587333654,46,40.81,111.65,32.0,22.37
Erdenet,64,MN,1587333762,61,49.03,104.08,22.78,2.98
Jodhpur,83,IN,1587333726,34,26.29,73.03,81.34,6.87
Derzhavīnsk,98,KZ,1587333763,68,51.1,66.32,54.34,0.78
Poronaysk,100,RU,1587333763,88,49.22,143.12,34.39,7.45
Guerrero Negro,84,MX,1587333763,56,27.98,-114.06,67.68,18.21
Daloa,46,CI,1587333763,79,6.88,-6.45,77.68,5.59
San Ignacio,20,BZ,1587333562,35,17.16,-89.07,104.0,9.17
Aurillac,93,FR,1587333763,100,44.92,2.45,55.4,3.36
Azul,3,AR,1587333763,64,-36.78,-59.86,72.0,4.81
Changli,3,CN,1587333764,50,39.7,119.15,48.27,19.86
Ikeda,75,JP,1587333764,93,34.82,135.43,55.4,13.87
Iringa,75,TZ,1587333764,68,-7.77,35.7,68.0,11.41
Ormara,83,PK,1587333764,85,25.21,64.64,77.95,12.39
Hokitika,88,NZ,1587333764,74,-42.72,170.97,51.87,2.82
Margherita,91,IN,1587333765,79,27.28,95.68,67.32,1.41
Abong Mbang,100,CM,1587333765,79,3.98,13.18,68.54,3.11
Goderich,55,CA,1587333651,49,43.75,-81.72,46.0,3.0
Taree,11,AU,1587333765,100,-31.9,152.47,59.0,4.38
Impfondo,78,CG,1587333765,87,1.64,18.07,72.19,1.9
